Zlato za 10 000 dolarů?	$10,000 Gold?
Obě podmínky už jsou ale ve skutečnosti splněny. Portugalský premiér José Manuel Durão Barroso byl v roce 2004 jmenován předsedou Komise, protože pocházel z politické organizace s nejsilnějším volebním výsledkem, z Evropské lidové strany.	But, in fact, both of these conditions have already been met; in 2004, Portuguese Prime Minister José Manuel Durão Barroso was appointed President of the Commission because he came from the political organization with the strongest election result, the European People’s Party.
A letošní volby se oproti dřívějšku vyznačovaly důraznější účastí partajních organizací evropské úrovně.	And this year’s elections saw a more intensive presence of party organizations at European level than ever before.
Jsem ovšem přesvědčen, že nejdůležitějším způsobem jak znovu probudit zájem voličů o evropské volby je otevřít jim volbu předsedy Komise a vytvořit během příští předvolební kampaně ryze celoevropskou politickou debatu.	Instead, I believe that the most important way to reawaken voters’ interest in European elections will be to open up the election of the Commission’s President to them, and create a genuinely Europe-wide political debate during the next election campaign.
S problémem euroskepticismu se lze vypořádat, jedině pokud samotná Unie začne podávat lepší výkon a bude při tom vidět.	The Euro-skepticism problem can be tackled only if the Union itself starts to perform better, and is seen to be doing so.
Právě proto když před čtyřmi lety ve Francii a v Nizozemsku zkrachovala referenda o Ústavní smlouvě, usilovala Komise o zdůraznění myšlenky „Evropy výsledků“, která by se snažila občany o své hodnotě přesvědčit konkrétními úspěchy.	That is why in the aftermath of the failed referenda four years ago in France and the Netherlands on the Constitutional treaty, the Commission tried to emphasize the idea of a “Europe of Results” that would seek to convince citizens of its worth through concrete achievements.
Vzhledem k závažnosti hospodářské krize nadešel čas, aby EU prokázala své silné stránky, kdykoli to bude možné.	Given the gravity of the economic crisis, the time has come for the EU to demonstrate its strengths whenever possible.
Cílem musí být nejen vydobýt si znovu srdce Evropanů přemožených skepsí, ale také přesvědčit je, že pro zvládnutí výzev, jimž Evropané čelí, je Unie nepostradatelná.	The aim must be not only to win back the hearts of Europeans who have become skeptical, but also to convince them that the Union is indispensable to meeting the challenges Europeans face.
Evropští občané si uvědomují, že relativně malé národní státy tvořící EU si už s těmito výzvami nedokážou poradit na vlastní pěst.	Europe’s citizens understand that the relatively small nation-states that make up the EU are no longer able to face these enormous challenges on their own.
V Irsku vyvolala finanční krize loni na podzim zvrat veřejného mínění ohledně EU, a členství v EU a zavedení eura se stalo prioritou dokonce i na Islandu, přestože leží na periferii našeho kontinentu.	In Ireland, last autumn’s financial crisis provoked a turnaround in public opinion about the EU, and even in Iceland, although it lies on the periphery of our continent, membership of the EU and the euro have become a priority.
Evropské země jsou už natolik vzájemně provázané, že izolovaná národní opatření v oblastech, jako je regulace finančního trhu, jsou beznadějná.	European countries have become so interconnected that isolated national measures on issues like financial-market regulation are hopeless.
Proměňující se svět, v němž hrají čím dál významnější úlohu mocnosti jako Čína a Indie, nebude na Evropu čekat, než se rozmyslí.	A changing world in which new powers like China and India play an increasingly important role will not wait for Europe to make up its mind.
EU naopak musí projevit vůdčí schopnost v úsilí o vyřešení současných problémů světa.	The EU must instead show leadership through its efforts to solve the world’s current problems.
Co se týče Evropské lidové strany, pro nás ekonomika není sama o sobě cílem, ale měla by sloužit lidem.	As for the European People’s Party, for us the economy is not an end in itself but should serve the people.
Hospodářskou krizi zapříčinila krátkozrakost a nedostatečná kontrola uvnitř globální finanční soustavy.	The economic crisis was caused by shortsightedness and a lack of control in the global financial system.
Teď musíme nově definovat úlohu regulátorů na finančních trzích a obecněji v ekonomice, neboť nesmíme dopustit, aby finanční sektor odkráčel s výnosy v kapse a břemeno ztrát přenechal daňovým poplatníkům.	Now we must redefine the role of regulators in financial markets and in the wider economy, for we cannot let the financial sector walk off with the profits and leave taxpayers bearing the losses.
To neznamená, že bychom prosazovali posun k socialismu; chceme lepší a promyšlenější regulaci, ne regulaci pro nic za nic.	That doesn’t mean that we are advocating a move to socialism; we want better and smarter regulation, not regulation for its own sake.
Rozeznáváme pět klíčů k oživení:	We see five keys to recovery:
„Evropa výsledků“ je dosažitelná.	A “Europe of Results” is achievable.
Posílit legitimitu EU však může jedině za předpokladu, že se takováto politická doporučení a úspěchy, které z jejich realizace vyplynou, podaří jasně a efektivně tlumočit široké veřejnosti.	It can strengthen the EU’s legitimacy, though, only if policy recommendations such as these, and the successes that result from implementing them, are communicated clearly and effectively to the general public.
	
Cesta ke vzdělávání do roku 2030	The Education Roadmap to 2030
LONDÝN – Když jsem počátkem letošního roku navštívila uprchlický tábor Zátarí v Jordánsku, setkala jsem se s dětmi, které mi řekly, co pro ně znamená vzdělání.	LONDON – When I visited the Zaatari refugee camp in Jordan earlier this year, I met with children who told me what education means to them.
Pro syrskou mládež, jež musela opustit domov a přišla o všechno, je vzdělání něčím více než jen souhrnem znalostí nebo výsledků v testech; je to ztělesnění jejich nadějí do budoucna.	For Syrian youths who have been forced from their homes and have lost everything, education is about more than qualifications or test scores; it embodies their hope for the future.
Děti jako ty v Zátarí a miliony jiných po celém světě jsou hlavním cílem činnosti Mezinárodní komise pro financování globálních vzdělávacích příležitostí, do které jsem loni v září vstoupila.	Children like those in Zaatari, and millions of others around the world, are central to the work of the International Commission on Financing Global Education Opportunity, which I joined last September.
Tato komise se věnuje plnění čtvrtého cíle trvale udržitelného rozvoje OSN, jímž je zajistit do roku 2030 „inkluzivní a spravedlivé kvalitní vzdělání a podporovat celoživotní vzdělávací příležitosti pro všechny“.	This commission is committed to the fourth United Nations Sustainable Development Goal, which aims, by 2030, to “ensure inclusive and equitable quality education and promote lifelong learning opportunities for all.”
Na světě žije až příliš mnoho dětí, pro které je tento cíl stále velmi vzdálený.	This goal is still a distant prospect for far too many children.
V době, kdy o naši pozornost usiluje tolik různých rozvojových problémů, by politici měli mít na paměti, že vzdělání není dobrá věc sama o sobě; je to také katalyzátor mnoha dalších rozvojových procesů.	With so many development issues demanding our attention, policymakers should bear in mind that education is not just a good in itself; it is also a catalyst for many other development gains.
Jak říká staré africké přísloví, když vzděláte dívku, vzděláte celý národ.	As the old African proverb goes, if you educate a girl, you educate an entire nation.
Zajištění přístupu ke kvalitnímu vzdělání pro děti, zejména pro dívky, povede k nižšímu počtu sňatků s dětmi a k nižší míře dětské práce a vykořisťování dětí.	Ensuring access to quality education for children, especially girls, will lead to fewer child marriages and less child labor and exploitation.
Vzdělání má dlouhodobé společenské přínosy; vzdělané děti jsou nejen politicky angažovanější, ale také přispívají vlastním duševním kapitálem a využívají podnikatelské příležitosti, jakmile se objeví, čímž podporují hospodářský růst.	And education has long-term societal benefits: aside from increased political engagement, educated children contribute intellectual capital and pursue entrepreneurial opportunities when they grow up, boosting economic growth.
Řešení otázky vzdělávání musí vycházet ze dvou principů zakořeněných v cíli samotném.	Tackling the education challenge needs to start from two principles embedded in the goal.
Za prvé princip „pro všechny“ znamená, že se musíme zaměřit na děti, které zůstaly opominuté.	First, “for all” means that we must focus on the children who have been left behind.
Miliony dětí nechodí do škol nebo dostávají podřadné vzdělání kvůli tomu, kým jsou nebo kde žijí.	Millions of children are out of school or are receiving a substandard education because of who they are or where they live.
Podle vysokého komisaře OSN pro uprchlíky existuje u dětí uprchlíků pětkrát vyšší pravděpodobnost, že nebudou chodit do školy, než u ostatních dětí v zemích, kam tyto rodiny uprchly.	According to the UN High Commissioner for Refugees, refugee children are five times more likely to be out of school than other children in the countries to which they’ve been displaced.
A ve všech afrických státech s výjimkou dvou existuje u dívek nižší pravděpodobnost než u chlapců, že dokončí základní vzdělání.	And in all but two African countries, girls remain less likely than boys to complete a primary education.
Chceme-li dostat tyto děti do školy, potřebujeme si osvojit nové přístupy, které budou přímo řešit jejich vyloučení ze společnosti a zajistí skutečnou dostupnost a relevantnost školní výuky.	Getting these children into school will require new approaches that directly address their exclusion and make schooling genuinely accessible and relevant.
Druhým principem je „kvalita“: vzdělávání musí být efektivní, aby se děti skutečně učily.	Second, “quality”: Education must be effective, so that children actually learn.
Pro 61 milionů dětí, které nechodí do základní školy, je formální vzdělání nedostupné.	For the 61 million children who are out of primary school, formal education is beyond reach.
Stejně naléhavá je ovšem skutečnost, že více než třetina dětí ve věku základní školní docházky – celkem jde o 250 milionů žáků – se podle Globální monitorovací zprávy projektu UNESCO „Education for All“ neučí základní věci.	But, just as urgently, more than one-third of children of primary-school age – 250 million – are not learning the basics, according to the UNESCO Education for All Global Monitoring Report.
Polovina těchto dětí je ve škole nejméně čtyři roky.	Half of these children have been in school for at least four years.
Musíme řešit bariéry výuky v učebnách i doma zlepšováním kvality vyučování a podmínek ve třídách a také tím, že naučíme rodiče, jak mohou vzdělávání svých dětí sami podporovat.	We must address the barriers to learning, both in the classroom and at home, by improving the quality of teaching and classroom conditions and teaching parents how they can support their children’s education.
Zavádění těchto dvou principů si vyžádá vyšší investice.	Upholding these two principles will require increased investment.
UNESCO loni spočítalo, že vlády musí zdvojnásobit výdaje na vzdělávání vyjádřené jako podíl na národním důchodu, aby cílů stanovených pro rok 2030 dosáhly.	Last year, UNESCO calculated that governments must double education spending as a share of national income to achieve the 2030 goals.
Bude to vyžadovat navýšení daňových příjmů a také ráznější snahu vymáhat dluhy.	This will require increased revenue from taxation and stronger efforts to collect what’s owed.
Rovněž dárci musí dostát svým závazkům pomoci a efektivněji tuto pomoc cílit.	Donors also need to live up to their aid commitments and target aid more effectively.
Méně než třetina celkové pomoci určené na vzdělání například putuje do Afriky, přestože v tomto světadílu žijí téměř dvě třetiny dětí, které nechodí do školy.	For example, less than one-third of education aid goes to Africa, even though the region accounts for almost two-thirds of out-of-school children.
Rozpočty na vzdělání navíc v současnosti bývají často regresivní, což znamená, že téměř polovina výdajů v nejchudších zemích putuje k nejvzdělanějším 10% populace.	Moreover, at the moment, education budgets are often regressive, with almost half of spending in the poorest countries allocated to the most educated 10% of the population.
Zkvalitnění investic do vzdělání vyžaduje kroky ve dvou klíčových oblastech.	Fixing education investment requires action in two key areas.
Za prvé potřebujeme spravedlivé financování, které vyčlení větší objem financí na péči a rozvoj v raném dětství, kdy je potenciál k návratnosti nejvyšší.	First, we need equitable financing, with more investment in early childhood care and development, where there is the biggest potential for returns.
Rozpočty se musí zaměřit na nejhůře vyřazené děti a primární vzdělání musí být v místě využívání služby bezplatné, aby se každé dítě mohlo učit.	Budgets must be focused on the most excluded children, and primary education must be free at the point of use, so that every child can learn.
Kromě toho naléhavě potřebujeme větší průhlednost a zodpovědnost, aby byly rozpočty dobře viditelné a komunity měly při řízení škol své slovo.	We also urgently need more transparency and accountability, so that budgets are visible and communities have a say in school governance.
Za druhé musíme posílit systémy vzdělávání v dané zemi, aby vlády vnímaly samy sebe jako garanta dostupných a kvalitních škol pro své občany a nepřenechávaly tuto roli vnějším rozvojovým agenturám.	Second, we need to strengthen domestic education systems so that governments see themselves as the guarantor of accessible, quality schools for their citizens, rather than abdicating that role to outside development agencies.
Zejména bychom měli prosazovat partnerství mezi vládami a firmami, abychom zvýšili objem domácích zdrojů na vzdělání a eliminovali nezákonné kapitálové toky, které připravují vlády o prostředky k jeho financování, například daňové úniky nebo praní špinavých peněz napříč státními hranicemi.	In particular, we should push for partnerships between government and business to boost domestic resources for education, and eliminate illicit capital flows that deprive governments of the means to fund it, such as tax evasion and money laundering across national borders.
Se zřetelem na tyto priority přednese vzdělávací komise svá doporučení 18. září na Valném shromáždění OSN, kdy je obdrží také generální tajemník a začne se jimi řídit.	With these priorities in mind, the education commission will deliver its recommendations at the UN General Assembly on September 18, when the Secretary-General will receive and act on them.
Vzdělávací komise bude úspěšná, pokud se nám podaří mobilizovat finance a politickou vůli k zajištění, aby se každé dítě mohlo učit bez ohledu na příjmy, místo bydliště či sociální postavení.	The Education Commission will have succeeded if we are able to leverage the funding and political will to ensure that every child learns, regardless of their income, location, or social status.
Naše práce neskončí, dokud k tomu nedojde.	Our work will not be complete until that happens.
	
Jak dosáhnout růstu v nově rovnovážném světě	Achieving Growth in a Rebalanced World
MILÁN – Přestože finanční krize už se zklidňuje, není pravděpodobné, že by posílily vyhlídky na růst v globální ekonomice.	MILAN – Although the financial crisis is winding down, the prospects for growth in the global economy are unlikely to pick up.
Zčásti je to nevyhnutelné.	This is, in part, inevitable.
Jde ale také o důsledek nevalné mezivládní koordinace v době, kdy světová ekonomika hledá ztracenou rovnováhu.	But it is also the result of poor coordination between governments as the world economy rebalances.
Před propuknutím krize američtí spotřebitelé v průměru buď nic neušetřili, anebo hromadili dluh.	Prior to the crisis, American consumers, on average, either saved nothing or accumulated debt.
To se teď změnilo.	That has now changed.
Vzhledem k vážné újmě, již majetku domácností uštědřil krach cen obytných prostor a další propady cen aktiv, zavládl chaos v penzijním a důchodovém zabezpečení.	With household wealth seriously damaged by the housing crash and other asset-price declines, pensions and retirement provisions are in disarray.
Jelikož ceny aktiv v nejbližší době nedosáhnou předkrizových úrovní (tedy pokud nenafouknou další bublinu a nezpůsobí tak riziko opětovné nestability), úspory domácností už ve Spojených státech vzrostly asi na 5 % disponibilního příjmu a zřejmě nadále porostou.	Because asset prices will not reach pre-crisis levels anytime soon (that is, without inflating another bubble and risking renewed instability), household saving in the United States has risen to about 5% of disposable income, and probably will rise further.
Tento ústup amerického spotřebitele je částí (snad až polovinou) procesu hledání nové rovnováhy ve světové ekonomice.	This withdrawal of the US consumer is part (perhaps half) of the process of rebalancing the global economy.
Obnovení americké rovnováhy úspor a investic naznačuje snížení globální agregátní poptávky o zhruba 800 miliard dolarů.	Restoring America’s savings-investment balance implies a reduction in global aggregate demand of around $800 billion.
Jistěže, fiskální deficity a nouzová opatření ve vyspělých ekonomikách a některých významných rozvojových zemích tento strmý propad zmírnily, neboť chybějící spotřebitele zčásti nahradily.	To be sure, fiscal deficits and emergency measures in advanced economies and some major developing countries have cushioned the sharp decline, substituting in part for missing consumers.
Tato substituce ale nemůže trvat navěky.	But this substitution cannot continue indefinitely.
Vlády ve vyspělých zemích budou nakonec nuceny výdaje snížit a centrální banky ustoupí od nouzového poskytování úvěrů a záruk.	In advanced countries, governments will eventually be forced to reduce spending, and central banks will withdraw from emergency credit provisions and guarantees.
Řada lidí je proto přesvědčena, že se blíží „nový normál“ pomalejšího růstu vyspělých zemí.	As a result, many believe that a “new normal” of slower advanced-country growth is upon us.
Přestože ceny aktiv se v mnoha zemích oživují a negativní růst zpomaluje, nezaměstnanost zůstává vysoká a nadále roste.	Despite a recovery in asset prices in many countries and the deceleration of negative growth, unemployment is high and rising.
Riziková rozpětí už sice od maxim vrcholné krize poklesla, ale v mnoha sektorech zůstávají úvěry napjaté či stěží dostupné, přičemž finanční sektor je na cestě k větší konzervativnosti – a bude zřejmě nově regulován vyššími požadavky na kapitál, rezervy a marže.	Risk spreads have declined from their mid-crisis highs, but credit in many sectors remains tight or barely available, while the financial sector is set to become more conservative – and is likely to be re-regulated with higher capital, reserve, and margin requirements.
A to je jen výchozí scénář.	And this is just the baseline scenario.
K rizikům negativního vývoje patří destabilizace v důsledku neschopnosti zkrotit deficity, inflace a zbavení centrálních bank autonomie a ztráta důvěry v dolar, který stále je rezervní měnou globální ekonomiky.	Downside risks include fiscal destabilization resulting from a failure to rein in deficits, inflation and withdrawal of central bank autonomy, and loss of confidence in the dollar, which continues to be the reserve currency for the global economy.
Není tedy divu, že mnozí erudovaní analytici uvážlivě očekávají, že postkrizový růst ve vyspělých zemích bude nižší, asi o 0,5 až 1 %.	Little wonder, then, that many knowledgeable analysts reasonably expect post-crisis growth in advanced countries to be lower, perhaps by 0.5 to 1%.
Zpomalení růstu vyspělých zemí o 1 % znamená každoroční snížení agregátní poptávky o zhruba 350 miliard dolarů, vedle úbytku plynoucího z hledání nové rovnováhy v USA.	A 1% slowdown in advanced-country growth translates into roughly $350 billion of missing aggregate demand every year, in addition to the shortfall because of rebalancing in the US.
Pokud zpomalení ve vyspělých zemích přetrvá, předkrizové úrovně růstu nebudou dosažitelné ani v rozvojovém světě, vzhledem k nedostatečné poptávce, která by vzniklé zvýšení výstupu absorbovala.	If the slowdown in advanced countries persists, pre-crisis growth levels will not be achievable in the developing world either, owing to insufficient demand to absorb the implied increase in output.
Samozřejmě že jednotlivé rozvojové země mohou být ušetřeny.	Of course, individual developing countries may be spared.
Je však neveselým matematickým faktem, že ne všichni si mohou vydobýt tržní podíl.	But it is an unfortunate mathematical fact that not everyone can gain market share.
Pokud je scénář vývoje vyspělých zemí správný, řada rozvojových zemí prodělá a zažije prudké snížení růstu.	If the advanced-country scenario is right, many developing countries will lose out and experience sharply diminished growth.
Před propuknutím krize měla řada lidí podezření, že agregátní poptávka umožňující vysoký růst je neudržitelná, třebaže problém se zdál snad příliš hypotetický na to, aby vyvolal kolektivní kroky.	Prior to the crisis, many suspected that the mix of aggregate demand that was supporting high growth was unsustainable, though the problem perhaps seemed too hypothetical to compel collective action.
To už je pryč.	Not anymore.
Jenže problém kolektivního úsilí je stále stejně náročný a vyžaduje bezodkladnou pozornost, chceme-li aby se růstové aspirace světa naplnily.	But the collective action problem is no less daunting, and it requires urgent attention if the world’s growth aspirations are to be achieved.
Problém je tím naléhavější, že jednotlivé země mohou svůj tržní podíl posílit nejen větší konkurenční schopností soukromého sektoru, ale také zaváděním ochranářských opatření.	The problem is all the more pressing because countries can achieve gains in market share not only through higher private-sector competitiveness, but also by means of protectionist measures.
A jak už jsme u snah mnoha zemí krizi zmírnit zaznamenali, jakmile zavládne nedostatek agregátní poptávky, zavádění nekooperativních, protekcionistických opatření je mnohem pravděpodobnější – přestože se všeobecně uznávají za mimořádně destruktivní.	And, as we have seen in many countries’ efforts to ameliorate the crisis, the non-cooperative protectionist response is much more likely to be adopted – despite wide recognition that it is highly destructive – when aggregate demand is in short supply.
Co tedy lze udělat na podporu globální agregátní poptávky a růstových vyhlídek, aby přitom zůstala zachována ekonomická otevřenost, která v posledních 30 letech tak významně prospěla rozsáhlým částem rozvojového světa?	So what can be done to shore up global aggregate demand and growth prospects, while preserving the economic openness that has benefited major parts of the developing world so greatly in the past 30 years?
Zaprvé, státy s přebytky běžného účtu, jako Německo, Japonsko a Čína, si musí uvědomit, že jejich vlastní růst (a růst ostatních) závisí na snižování globální nerovnováhy úspor a investic, které vyústí v zužování vnějších schodků jinde na světě.	First, countries with current-account surpluses such as Germany, Japan and China must recognize that their own growth (and that of others) depends on reducing the global savings-investment imbalance, which will result in narrowing external deficits elsewhere.
Je třeba takto postupovat udržitelným způsobem, až dojde k ukončování mimořádného fiskálního stimulu.	This needs to be done on a sustained basis following the withdrawal of extraordinary fiscal stimulus.
Zadruhé, všichni musí pochopit svůj vlastní zájem na co nejúplnějším a co nejrychlejším obnovení vyváženého růstu vyspělých zemí, aby potlačoval probíhající propad agregátní poptávky.	Second, everyone must recognize their stake in restoring balanced advanced-country growth as much and as soon as possible in order to counter the ongoing shortfall in aggregate demand.
Vždyť vyspělé země tvoří dvě třetiny celosvětového HDP, takže pomalý růst v těchto zemích nevyhnutelně zbrzdí globální růst a oseká růstový potenciál velké části rozvojového světa.	After all, advanced countries account for about two-thirds of global GDP, so slow growth in these countries will inevitably impede global growth and truncate the growth potential of much of the developing world.
Jde však o velice komplikovaný úkol, protože zkrácení dluhové páky a nalezení opětovné rovnováhy nelze uskutečnit přes noc.	This challenge, however, is very complex because deleveraging and rebalancing cannot be completed overnight.
Máme ovšem možnost provést zásadní kroky: obnovit fiskální rovnováhu v řádně komunikovaných plánech, zavázat se k autonomii centrálních bank a nízké inflaci a nalézt promyšlenou rovnováhu mezi nedostatečností a nadměrností regulace finančního sektoru.	But key steps can and should be taken: restoration of fiscal balance in well-communicated plans, commitment to central bank autonomy and low inflation, and striking a thoughtful balance between under- and over-regulation of the financial sector.
Zvenčí mohou opětovné nalezení rovnováhy podpořit významní obchodní partneři a držitelé aktiv vyspělých zemí, a to tím, že vysloví souhlas s tím, že se vystříhají náhlých a potenciálně destabilizačních změn ve skladbě svých bilancí.	Externally, major trading partners and holders of advanced-country assets can support rebalancing by agreeing to avoid sudden and potentially destabilizing shifts in the composition of their balance sheets.
Jsou tu tedy dvě zásadní témata, která si v nadcházejících měsících musí vydobýt přednostní místo na nejvyšších příčkách ekonomické agendy.	So, two crucial items must claim priority at the top of the world’s economic agenda in the months ahead.
Prvním je úprava regulace finančních soustav vyspělých zemí za účelem zajištění vyšší stability, aniž by to ovšem narušilo jejich zásadní funkce nebo zbytečně zvýšilo cenu kapitálu.	The first is re-regulation of advanced countries financial systems with a view to ensuring greater stability without impairing essential functions or unnecessarily elevating the cost of capital.
Druhým je soubor ujednání a závazků mezi předními vyspělými a rozvojovými zeměmi, že dojde k obnově rovnováhy globální ekonomiky, aby se zotavila agregátní poptávka a růst.	The second is a set of understandings and commitments among the major advanced and developing countries to rebalance the global economy in order to restore aggregate demand and growth.
Podaří-li se toho dosáhnout, svět udělá významný krok směrem k relativně hladkému, efektivnímu a spravedlivému globálnímu ekonomickému oživení.	If that can be accomplished, the world will have taken a major step toward a relatively smooth, effective, and equitable global economic recovery.
	
Krize jedné civilizace	A Civilization in Crisis
	
Chemický pomeranč	A Clockwork Chemistry
OXFORD – V novele Anthonyho Burgesse (a ve filmu Stanleyho Kubricka) Mechanický pomeranč má Alex, psychopat bez výčitek svědomí, oči násilím otevřené dokořán a je nucen sledovat násilné obrazy.	OXFORD – In Anthony Burgess’s novella (and Stanley Kubrick’s film) A Clockwork Orange, Alex, an unrepentant psychopath, has his eyes pried wide open and is forced to watch violent images.
Jako Pavlovovu psu je Alexovi vštěpována reakce nevolností na násilí a sex.	Like Pavlov’s dog, Alex is being programmed to respond with nausea to violence and sex.
Tato scéna je stále šokující, ale tak jako většina science fiction zestárla.	This scene remains shocking, but, like most science fiction, it has aged.
Behavioristická psychologie, z níž čerpala, dávno ztratila platnost a strach, že věda bude zneužita k morálnímu vylepšování lidí, dokonce snad násilného, dnes už zní zastarale.	The behaviorist psychology it drew upon has long expired, and the fear that science will be used to make, or even force, people to be morally better now sounds old-fashioned.
Science fiction sice stárne rychle, ale má dlouhý posmrtný život.	Science fiction ages fast, but it has a long afterlife.
V uplynulém desetiletí se zástupy psychologů, neurovědců a evolučních biologů snažily odhalit neuronový „mechanický strojek“, z něhož lidská mravnost vychází.	Over the past decade, an army of psychologists, neuroscientists, and evolutionary biologists has been busy trying to uncover the neural “clockwork” that underlies human morality.
Vydali se po stopách evolučních počátků prosociálních citů, jako je empatie, a začali odhalovat jednak geny způsobující náchylnost některých jedinců k nesmyslnému násilí a jiných k projevům altruismu, jednak dráhy v lidském mozku formující naše etické rozhodování.	They have started to trace the evolutionary origins of pro-social sentiments such as empathy, and have begun to uncover the genes that dispose some individuals to senseless violence and others to acts of altruism, and the pathways in our brain that shape our ethical decisions.
Pochopit, jak něco funguje, je ovšem také začátkem objevování způsobů, jak to pozměnit, nebo dokonce řídit.	And to understand how something works is also to begin to see ways to modify and even control it.
Vědci skutečně neobjevili jen některé z mozkových drah utvářejících naše etická rozhodnutí, ale také chemické látky, které tuto nervovou činnost modifikují.	Indeed, scientists have not only identified some of the brain pathways that shape our ethical decisions, but also chemical substances that modulate this neural activity.
Nedávná studie doložila, že antidepresivum Citalopram dokáže změnit reakce jedinců na hypotetické scénáře mravních dilemat.	A recent study has shown that the anti-depressant Citalopram can change the responses of individuals to hypothetical moral dilemma scenarios.
Osoby, jimž byl lék podáván, projevily menší ochotu obětovat jedince, aby zachránily život několika dalším.	Individuals given the drug were less willing to sacrifice an individual to save the lives of several others.
Jiná série studií ukázala, že podávání hormonu oxytocinu pomocí nosního spreje zvyšuje důvěru a kooperativní chování uvnitř sociálních skupin, ale zároveň omezuje spolupráci s těmi, kdo jsou považováni za cizince.	Another series of studies has shown that when the hormone oxytocin is administered via nasal spray, it increases trusting and cooperative behavior within social groups, but also decreases cooperation with those perceived as outsiders.
Neurovědci dokonce magneticky „vypnuli“ pečlivě zaměřené oblasti v mozku vybraných lidí, aby překvapivými způsoby ovlivnili jejich mravní úsudek – například jim usnadnili lhaní.	Neuroscientists have even magnetically “zapped” carefully targeted areas of people’s brains to influence their moral judgments in surprising ways – for example, making it easier for them to lie.
Nikdo samozřejmě nevyvíjí „pilulku mravnosti“, která nás promění ve světce.	Of course, no one is developing a “moral pill” that will transform us into saints.
Výzkum ale rychle postupuje a je téměř jisté, že naznačí nové způsoby jak přetvořit naše morální instinkty, city a motivace.	But the research is advancing fast, and it is almost certain to suggest new ways to reshape our moral intuitions, sentiments, and motivations.
Měli bychom své rozšiřující se vědecké poznání základů lidské mravnosti využít k morálnímu zlepšování lidí?	Should we use our growing scientific understanding of the basis of human morality to try to make people morally better?
Mechanický pomeranč byl obviňován z glorifikace násilí a některé jeho scény je stále těžké sledovat.	A Clockwork Orange was accused of glorifying violence, and some of its scenes are still hard to watch.
Sám Burgess ale tvrdil, že novela má téměř křesťanské poselství: lidmi nás činí naše svoboda zvolit si jak dobro, tak zlo, a jestliže společnost jedince drtí, aby žil v servilní konformitě, není to o nic méně ohavné než sadismus psychopatů jako Alex, ba možná ještě ohavnější.	But as Burgess himself argued, the novella has an almost Christian message: what makes us human is our freedom to choose both good and evil, and for society to crush individuals into servile conformity is as wicked as, and perhaps even worse than, the sadism of psychopaths like Alex.
Mám dojem, že většina lidí se s tímto názorem ztotožní.	I suspect that many will agree with this view.
Budou zajedno s tím, že naše schopnost rozlišovat dobro a zlo není rozbitý strojek, který by vědci měli opravit, ale cosi cenného, co bychom měli ochraňovat.	They will agree that our ability to distinguish right from wrong is something precious that we should safeguard, not a broken clock that scientists should fix.
Ovšemže na většinu z nás není třeba nikterak působit, aby v nás znásilnění či mučení vyvolávalo odpor.	Of course, most of us don’t need to be conditioned to feel repulsed by rape or torture.
To však neznamená, že jsme mravně dobří či dostatečně dobří.	But this does not mean that we are morally good, or good enough.
Zatímco čtete tyto řádky, zcela obyčejní lidé kdesi ve světě páchají na jiných nevyslovitelné věci.	As you read this, perfectly ordinary people somewhere in the world are doing unspeakable things to others.
I v nejvyspělejších a nejmovitějších společnostech je nutné rozsáhlé a koncentrované úsilí, aby byla zachována i jen minimální slušnost: připomeňme si zámky, bezpečnostní alarmy, policii, soudy, věznice.	Even in the most advanced and affluent societies, a vast concentrated effort is needed to preserve even minimal decency: think of locks, security alarms, police, courts, and prisons.
Nadto není jisté, zda nám na ostatních skutečně sejde nebo zda lidem méně šťastným dáváme dost.	And it is doubtful that we really care enough about others, or give enough to the less fortunate.
Člověk se rodí se schopností být mravný, ale jde o schopnost omezenou, která není připravena na řešení etických spletitostí moderního světa.	Humans are born with the capacity to be moral, but it is a limited capacity which is ill equipped to deal with the ethical complexities of the modern world.
Tisíce let lidstvo ve snaze přimět lidi ke slušnému chování spoléhá na vzdělávání, přesvědčování, společenské instituce a hrozby reálným (či nadpřirozeným) trestem.	For thousands of years, humans have relied on education, persuasion, social institutions, and the threat of real (or supernatural) punishment to make people behave decently.
Všichni bychom mohli být mravně lepší, ale je jasné, že tradiční přístup nás mnoho neposune.	We could all be morally better, but it is clear that this traditional approach cannot take us much further.
Neplatí, že se lidé znenadání začnou chovat lépe, předložíme-li jim více faktů a statistik nebo lepší argumenty.	It is not as if people would suddenly begin to behave better if we just gave them more facts and statistics, or better arguments.
Neměli bychom tedy ukvapeně zavrhovat úvahu, že by mohla pomoci věda – v prvé řadě tím, že nám pomůže vytvořit účinnější instituce, podnětnější mravní výchovu či přesvědčivější etické argumenty.	So we shouldn’t be too quick to dismiss the suggestion that science might help – in the first instance, by helping us design more effective institutions, more inspiring moral education, or more persuasive ethical arguments.
Věda ale může nabídnout i bezprostřednější způsoby ovlivňování našich mozků.	But science might also offer more direct ways of influencing our brains.
Science fiction naše možnosti občas spíš zužuje, než rozšiřuje.	Science fiction sometimes limits rather than expands our sense of what is possible.
Pokoušet se mravnost prosazovat brutálním donucováním by bylo přinejmenším odsouzeno k nezdaru.	It would be self-defeating, or worse, to try to promote morality through brutal coercion.
